# t_fs photon_number total_excited_population excited_per_molecule total_excitation Z ReP ImP
7.525000000000000000e+01 1.656365239359993899e-02 9.834363476064009735e-01 1.966872695212801836e-01 1.000000000000000888e+00 3.679944501747238750e-01 1.580013874563189480e-01 0.000000000000000000e+00
7.529999999999999716e+01 1.630564510570257919e-02 9.836943548942980176e-01 1.967388709788596146e-01 1.000000000000000666e+00 3.678692497958943042e-01 1.580326875510263407e-01 0.000000000000000000e+00
7.535000000000000853e+01 1.614215401579677592e-02 9.838578459842040047e-01 1.967715691968408009e-01 1.000000000000000888e+00 3.677899252847228739e-01 1.580525186788191983e-01 0.000000000000000000e+00
7.540000000000000568e+01 1.607320362962716062e-02 9.839267963703735020e-01 1.967853592740747004e-01 1.000000000000000666e+00 3.677564736973719661e-01 1.580608815756569252e-01 0.000000000000000000e+00
7.545000000000000284e+01 1.609880427821836282e-02 9.839011957217822513e-01 1.967802391443564392e-01 1.000000000000000666e+00 3.677688937887823029e-01 1.580577765528043410e-01 0.000000000000000000e+00
7.550000000000000000e+01 1.621895212094030814e-02 9.837810478790603996e-01 1.967562095758120799e-01 1.000000000000000666e+00 3.678271860182729114e-01 1.580432034954317166e-01 0.000000000000000000e+00
7.554999999999999716e+01 1.643362915800188756e-02 9.835663708419986051e-01 1.967132741683997321e-01 1.000000000000000444e+00 3.679313525564951726e-01 1.580171618608761375e-01 0.000000000000000000e+00
7.560000000000000853e+01 1.674280322787045222e-02 9.832571967721301931e-01 1.966514393544260275e-01 1.000000000000000666e+00 3.680813972787365107e-01 1.579796506803158029e-01 0.000000000000000000e+00
7.565000000000000568e+01 1.714642799359511818e-02 9.828535720064055514e-01 1.965707144012810992e-01 1.000000000000000666e+00 3.682773257317738524e-01 1.579306685670564536e-01 0.000000000000000000e+00
7.570000000000000284e+01 1.764444294260873389e-02 9.823555570573918594e-01 1.964711114114783830e-01 1.000000000000000666e+00 3.685191451234283710e-01 1.578702137191428378e-01 0.000000000000000000e+00
7.575000000000000000e+01 1.823677338945677365e-02 9.817632266105438266e-01 1.963526453221087764e-01 1.000000000000000666e+00 3.688068643030773530e-01 1.577982839242305924e-01 0.000000000000000000e+00
7.579999999999999716e+01 1.892333046027989615e-02 9.810766695397208359e-01 1.962153339079441561e-01 1.000000000000000666e+00 3.691404937078104909e-01 1.577148765730473357e-01 0.000000000000000000e+00
7.585000000000000853e+01 1.970401108186417560e-02 9.802959889181364073e-01 1.960591977836272926e-01 1.000000000000000666e+00 3.695200453044373834e-01 1.576199886738905986e-01 0.000000000000000000e+00
7.590000000000000568e+01 2.057869797955061072e-02 9.794213020204500797e-01 1.958842604040900159e-01 1.000000000000000666e+00 3.699455325684998797e-01 1.575136168578749885e-01 0.000000000000000000e+00
7.595000000000000284e+01 2.154725966746073862e-02 9.784527403325399275e-01 1.956905480665079855e-01 1.000000000000000666e+00 3.704169704299132837e-01 1.573957573925216236e-01 0.000000000000000000e+00
7.600000000000000000e+01 2.260955042785320335e-02 9.773904495721474905e-01 1.954780899144294981e-01 1.000000000000000666e+00 3.709343751861791660e-01 1.572664062034551669e-01 0.000000000000000000e+00
7.604999999999999716e+01 2.376541029783253364e-02 9.762345897021682539e-01 1.952469179404336397e-01 1.000000000000000888e+00 3.714977643989059164e-01 1.571255589002734931e-01 0.000000000000000000e+00
7.610000000000000853e+01 2.501466506744582860e-02 9.749853349325549035e-01 1.949970669865109807e-01 1.000000000000000666e+00 3.721071568778899219e-01 1.569732107805275056e-01 0.000000000000000000e+00
7.615000000000000568e+01 2.635712625792780914e-02 9.736428737420730339e-01 1.947285747484145957e-01 1.000000000000000888e+00 3.727625725754301067e-01 1.568093568561424456e-01 0.000000000000000000e+00
7.620000000000000284e+01 2.779259109726596802e-02 9.722074089027349375e-01 1.944414817805469875e-01 1.000000000000000888e+00 3.734640325155788587e-01 1.566339918711052714e-01 0.000000000000000000e+00
7.625000000000000000e+01 2.932084250017046381e-02 9.706791574998302474e-01 1.941358314999660495e-01 1.000000000000000666e+00 3.742115585941205302e-01 1.564471103514698258e-01 0.000000000000000000e+00
7.629999999999999716e+01 3.094164906569574561e-02 9.690583509343051460e-01 1.938116701868610181e-01 1.000000000000000888e+00 3.750051735528932562e-01 1.562487066117766443e-01 0.000000000000000000e+00
7.635000000000000853e+01 3.265476506209512297e-02 9.673452349379054738e-01 1.934690469875811059e-01 1.000000000000000666e+00 3.758449008910295097e-01 1.560387747772425948e-01 0.000000000000000000e+00
7.640000000000000568e+01 3.445993037964463490e-02 9.655400696203562116e-01 1.931080139240712312e-01 1.000000000000000888e+00 3.767307647377655666e-01 1.558173088155585806e-01 0.000000000000000000e+00
7.645000000000000284e+01 3.635687051169200767e-02 9.636431294883087695e-01 1.927286258976617650e-01 1.000000000000000888e+00 3.776627896694013109e-01 1.555843025826496306e-01 0.000000000000000000e+00
7.650000000000000000e+01 3.834529654208151950e-02 9.616547034579192577e-01 1.923309406915838515e-01 1.000000000000000888e+00 3.786410005324637451e-01 1.553397498668840360e-01 0.000000000000000000e+00
7.654999999999999716e+01 4.042490514450391287e-02 9.595750948554968573e-01 1.919150189710993604e-01 1.000000000000000666e+00 3.796654224380899278e-01 1.550836443904774764e-01 0.000000000000000000e+00
7.660000000000000853e+01 4.259537853997959200e-02 9.574046214600209215e-01 1.914809242920041954e-01 1.000000000000000444e+00 3.807360805564409256e-01 1.548159798608897408e-01 0.000000000000000000e+00
7.665000000000000568e+01 4.485638444358517468e-02 9.551436155564154706e-01 1.910287231112831052e-01 1.000000000000000666e+00 3.818530000312418959e-01 1.545367499921894983e-01 0.000000000000000000e+00
7.670000000000000284e+01 4.720757605355259401e-02 9.527924239464480305e-01 1.905584847892896061e-01 1.000000000000000666e+00 3.830162056501843493e-01 1.542459485874538849e-01 0.000000000000000000e+00
7.675000000000000000e+01 4.964859204421046002e-02 9.503514079557900951e-01 1.900702815911580190e-01 1.000000000000000444e+00 3.842257217245914069e-01 1.539435695688521344e-01 0.000000000000000000e+00
7.680000000000001137e+01 5.217905656384957958e-02 9.478209434361511976e-01 1.895641886872302395e-01 1.000000000000000888e+00 3.854815720722675199e-01 1.536296069819330645e-01 0.000000000000000000e+00
7.685000000000000853e+01 5.479857916640974019e-02 9.452014208335910439e-01 1.890402841667181977e-01 1.000000000000000888e+00 3.867837797210226802e-01 1.533040550697442883e-01 0.000000000000000000e+00
7.690000000000000568e+01 5.750675475690663480e-02 9.424932452430939689e-01 1.884986490486187938e-01 1.000000000000000666e+00 3.881323668328994225e-01 1.529669082917751166e-01 0.000000000000000000e+00
7.695000000000000284e+01 6.030316359284236538e-02 9.396968364071583979e-01 1.879393672814316796e-01 1.000000000000000666e+00 3.895273542828833757e-01 1.526181614292791144e-01 0.000000000000000000e+00
7.700000000000000000e+01 6.318737127939128007e-02 9.368126287206093306e-01 1.873625257441218772e-01 1.000000000000000666e+00 3.909687615537047467e-01 1.522578096115737856e-01 0.000000000000000000e+00
7.705000000000001137e+01 6.615892876690805668e-02 9.338410712330924568e-01 1.867682142466184914e-01 1.000000000000000444e+00 3.924566067141506132e-01 1.518858483214622912e-01 0.000000000000000000e+00
7.710000000000000853e+01 6.921737226641132279e-02 9.307826277335893295e-01 1.861565255467178548e-01 1.000000000000000666e+00 3.939909060491144088e-01 1.515022734877213562e-01 0.000000000000000000e+00
7.715000000000000568e+01 7.236222318570974255e-02 9.276377768142907154e-01 1.855275553628581431e-01 1.000000000000000444e+00 3.955716739854340247e-01 1.511070815036414661e-01 0.000000000000000000e+00
7.720000000000000284e+01 7.559298814993389848e-02 9.244070118500666844e-01 1.848814023700133258e-01 1.000000000000000666e+00 3.971989226020263275e-01 1.507002693494933765e-01 0.000000000000000000e+00
7.725000000000000000e+01 7.890915899838538139e-02 9.210908410016152015e-01 1.842181682003230514e-01 1.000000000000000666e+00 3.988726615040713575e-01 1.502818346239821190e-01 0.000000000000000000e+00
7.730000000000001137e+01 8.231021278340037994e-02 9.176897872166003278e-01 1.835379574433200767e-01 1.000000000000000666e+00 4.005928978102531457e-01 1.498517755474366719e-01 0.000000000000000000e+00
7.735000000000000853e+01 8.579561168625524092e-02 9.142043883137453975e-01 1.828408776627490906e-01 1.000000000000000666e+00 4.023596357377743349e-01 1.494100910655563885e-01 0.000000000000000000e+00
7.740000000000000568e+01 8.936480292479538623e-02 9.106351970752052383e-01 1.821270394150410477e-01 1.000000000000000666e+00 4.041728765044100835e-01 1.489567808738974375e-01 0.000000000000000000e+00
7.745000000000000284e+01 9.301721880277018240e-02 9.069827811972306364e-01 1.813965562394461162e-01 1.000000000000000888e+00 4.060326178102356409e-01 1.484918455474410481e-01 0.000000000000000000e+00
7.750000000000000000e+01 9.675227671115889383e-02 9.032477232888416196e-01 1.806495446577683350e-01 1.000000000000000444e+00 4.079388536444608637e-01 1.480152865888847424e-01 0.000000000000000000e+00
7.755000000000001137e+01 1.005693791281352806e-01 8.994306208718652051e-01 1.798861241743730521e-01 1.000000000000000444e+00 4.098915742846471755e-01 1.475271064288381784e-01 0.000000000000000000e+00
7.760000000000000853e+01 1.044679135569005768e-01 8.955320864430998951e-01 1.791064172886199790e-01 1.000000000000000444e+00 4.118907659111254449e-01 1.470273085222185971e-01 0.000000000000000000e+00
7.765000000000000568e+01 1.084472523848310777e-01 8.915527476151694497e-01 1.783105495230338788e-01 1.000000000000000444e+00 4.139364103864204836e-01 1.465158974033948236e-01 0.000000000000000000e+00
7.770000000000000284e+01 1.125067529630318086e-01 8.874932470369687465e-01 1.774986494073937382e-01 1.000000000000000444e+00 4.160284848234934163e-01 1.459928787941265904e-01 0.000000000000000000e+00
7.775000000000000000e+01 1.166457576235076926e-01 8.833542423764928486e-01 1.766708484752985697e-01 1.000000000000000444e+00 4.181669612471939357e-01 1.454582596882014744e-01 0.000000000000000000e+00
7.780000000000001137e+01 1.208635936791646742e-01 8.791364063208360058e-01 1.758272812641671901e-01 1.000000000000000666e+00 4.203518065942609683e-01 1.449120483514347302e-01 0.000000000000000000e+00
7.785000000000000853e+01 1.251595733944675104e-01 8.748404266055331835e-01 1.749680853211066367e-01 1.000000000000000666e+00 4.225829824631648357e-01 1.443542543842087356e-01 0.000000000000000000e+00
7.790000000000000568e+01 1.295329938086013100e-01 8.704670061913993839e-01 1.740934012382798768e-01 1.000000000000000666e+00 4.248604446337496121e-01 1.437848888415625415e-01 0.000000000000000000e+00
7.795000000000000284e+01 1.339831368071690010e-01 8.660168631928316652e-01 1.732033726385663330e-01 1.000000000000000666e+00 4.271841428740993374e-01 1.432039642814751101e-01 0.000000000000000000e+00
7.800000000000000000e+01 1.385092691870171422e-01 8.614907308129835517e-01 1.722981461625966992e-01 1.000000000000000666e+00 4.295540203793456469e-01 1.426114949051635328e-01 0.000000000000000000e+00
7.805000000000001137e+01 1.431106426563885370e-01 8.568893573436120459e-01 1.713778714687224092e-01 1.000000000000000666e+00 4.319700137605988477e-01 1.420074965598502326e-01 0.000000000000000000e+00
7.810000000000000853e+01 1.477864938288486474e-01 8.522135061711519910e-01 1.704427012342303871e-01 1.000000000000000666e+00 4.344320529332210690e-01 1.413919867666946772e-01 0.000000000000000000e+00
7.815000000000000568e+01 1.525360440679499330e-01 8.474639559320507054e-01 1.694927911864101411e-01 1.000000000000000666e+00 4.369400604644860797e-01 1.407649848838783968e-01 0.000000000000000000e+00
7.820000000000000284e+01 1.573584994712748375e-01 8.426415005287257731e-01 1.685283001057451546e-01 1.000000000000000666e+00 4.394939515345160364e-01 1.401265121163709215e-01 0.000000000000000000e+00
7.825000000000000000e+01 1.622530510256833536e-01 8.377469489743172293e-01 1.675493897948634459e-01 1.000000000000000666e+00 4.420936332333534891e-01 1.394765916916615722e-01 0.000000000000000000e+00
7.830000000000001137e+01 1.672188746147836025e-01 8.327811253852168694e-01 1.665562250770433739e-01 1.000000000000000444e+00 4.447390044801147191e-01 1.388152488799712370e-01 0.000000000000000000e+00
7.835000000000000853e+01 1.722551310195965246e-01 8.277448689804040027e-01 1.655489737960808005e-01 1.000000000000000444e+00 4.474299560037615642e-01 1.381425109990595534e-01 0.000000000000000000e+00
7.840000000000000568e+01 1.773609658411030854e-01 8.226390341588976085e-01 1.645278068317795328e-01 1.000000000000000666e+00 4.501663697176255807e-01 1.374584075705935216e-01 0.000000000000000000e+00
7.845000000000000284e+01 1.825355093457832201e-01 8.174644906542174461e-01 1.634928981308435003e-01 1.000000000000000666e+00 4.529481185996658277e-01 1.367629703500834737e-01 0.000000000000000000e+00
7.850000000000000000e+01 1.877778767073073896e-01 8.122221232926931656e-01 1.624444246585386442e-01 1.000000000000000444e+00 4.557750660709873891e-01 1.360562334822530972e-01 0.000000000000000000e+00
7.855000000000001137e+01 1.930871680557065817e-01 8.069128319442941955e-01 1.613825663888588391e-01 1.000000000000000888e+00 4.586470657378786120e-01 1.353382335655302637e-01 0.000000000000000000e+00
7.860000000000000853e+01 1.984624684773659276e-01 8.015375315226347386e-01 1.603075063045269477e-01 1.000000000000000666e+00 4.615639613918079975e-01 1.346090096520479451e-01 0.000000000000000000e+00
7.865000000000000568e+01 2.039028480063171112e-01 7.960971519936834717e-01 1.592194303987367054e-01 1.000000000000000666e+00 4.645255866673274614e-01 1.338686033331680514e-01 0.000000000000000000e+00
7.870000000000000284e+01 2.094073614171049758e-01 7.905926385828956349e-01 1.581185277165791381e-01 1.000000000000000666e+00 4.675317644966320851e-01 1.331170588758418816e-01 0.000000000000000000e+00
7.875000000000000000e+01 2.149750484124647032e-01 7.850249515875360462e-01 1.570049903175071981e-01 1.000000000000000666e+00 4.705823069102961775e-01 1.323544232724258862e-01 0.000000000000000000e+00
7.880000000000001137e+01 2.206049338046410513e-01 7.793950661953594761e-01 1.558790132390718841e-01 1.000000000000000444e+00 4.736770144695613971e-01 1.315807463826095813e-01 0.000000000000000000e+00
7.885000000000000853e+01 2.262960275163440615e-01 7.737039724836564103e-01 1.547407944967312821e-01 1.000000000000000444e+00 4.768156762602110410e-01 1.307960809349471565e-01 0.000000000000000000e+00
7.890000000000000568e+01 2.320473245904199344e-01 7.679526754095808982e-01 1.535905350819161685e-01 1.000000000000000888e+00 4.799980697884034253e-01 1.300004825528990604e-01 0.000000000000000000e+00
7.895000000000000284e+01 2.378578050767447549e-01 7.621421949232559667e-01 1.524284389846511933e-01 1.000000000000000666e+00 4.832239602358405217e-01 1.291940099410398002e-01 0.000000000000000000e+00
7.900000000000000000e+01 2.437264339967277482e-01 7.562735660032728902e-01 1.512547132006545891e-01 1.000000000000000666e+00 4.864931004439814188e-01 1.283767248890045620e-01 0.000000000000000000e+00
7.905000000000001137e+01 2.496521617202437648e-01 7.503478382797568180e-01 1.500695676559513636e-01 1.000000000000000666e+00 4.898052302441383010e-01 1.275486924389653554e-01 0.000000000000000000e+00
7.910000000000000853e+01 2.556339239967053145e-01 7.443660760032952961e-01 1.488732152006590481e-01 1.000000000000000666e+00 4.931600763608582905e-01 1.267099809097853302e-01 0.000000000000000000e+00
7.915000000000000568e+01 2.616706419565492103e-01 7.383293580434513448e-01 1.476658716086902690e-01 1.000000000000000444e+00 4.965573524065499678e-01 1.258606618983624248e-01 0.000000000000000000e+00
7.920000000000000284e+01 2.677612221307092977e-01 7.322387778692912574e-01 1.464477555738582515e-01 1.000000000000000444e+00 4.999967583136495919e-01 1.250008104215875326e-01 0.000000000000000000e+00
7.925000000000000000e+01 2.739045562193582750e-01 7.260954437806421691e-01 1.452190887561284338e-01 1.000000000000000444e+00 5.034779800736606248e-01 1.241305049815847605e-01 0.000000000000000000e+00
7.930000000000001137e+01 2.800995215401634875e-01 7.199004784598370676e-01 1.439800956919674024e-01 1.000000000000000444e+00 5.070006893249253688e-01 1.232498276687685745e-01 0.000000000000000000e+00
7.935000000000000853e+01 2.863449811943755696e-01 7.136550188056250965e-01 1.427310037611250193e-01 1.000000000000000666e+00 5.105645430482759206e-01 1.223588642379309227e-01 0.000000000000000000e+00
7.940000000000000568e+01 2.926397840668388817e-01 7.073602159331615624e-01 1.414720431866323125e-01 1.000000000000000444e+00 5.141691835670403332e-01 1.214577041082398334e-01 0.000000000000000000e+00
7.945000000000000284e+01 2.989827648689644679e-01 7.010172351310361982e-01 1.402034470262072396e-01 1.000000000000000666e+00 5.178142383403410154e-01 1.205464404149146629e-01 0.000000000000000000e+00
7.950000000000000000e+01 3.053727439995491677e-01 6.946272560004512764e-01 1.389254512000902553e-01 1.000000000000000444e+00 5.214993192915886588e-01 1.196251701771027381e-01 0.000000000000000000e+00
7.955000000000001137e+01 3.118085277166910974e-01 6.881914722833093467e-01 1.376382944566618693e-01 1.000000000000000444e+00 5.252240227908999692e-01 1.186939943022749105e-01 0.000000000000000000e+00
7.960000000000000853e+01 3.182889086064487061e-01 6.817110913935517935e-01 1.363422182787103476e-01 1.000000000000000444e+00 5.289879291600483313e-01 1.177530177099878478e-01 0.000000000000000000e+00
7.965000000000000568e+01 3.248126655963314846e-01 6.751873344036690705e-01 1.350374668807338141e-01 1.000000000000000444e+00 5.327906026484661162e-01 1.168023493378834016e-01 0.000000000000000000e+00
7.970000000000000284e+01 3.313785639724774468e-01 6.686214360275231083e-01 1.337242872055046106e-01 1.000000000000000444e+00 5.366315913990625797e-01 1.158421021502342579e-01 0.000000000000000000e+00
7.975000000000000000e+01 3.379853554355308765e-01 6.620146445644694566e-01 1.324029289128939024e-01 1.000000000000000444e+00 5.405104268351306196e-01 1.148723932912172341e-01 0.000000000000000000e+00
7.980000000000001137e+01 3.446317779250426816e-01 6.553682220749579290e-01 1.310736444149915858e-01 1.000000000000000666e+00 5.444266235507145835e-01 1.138933441123212570e-01 0.000000000000000000e+00
7.985000000000000853e+01 3.513165563228491384e-01 6.486834436771513612e-01 1.297366887354302611e-01 1.000000000000000444e+00 5.483796789673869299e-01 1.129050802581531565e-01 0.000000000000000000e+00
7.990000000000000568e+01 3.580384025808028836e-01 6.419615974191974495e-01 1.283923194838395010e-01 1.000000000000000444e+00 5.523690732135191350e-01 1.119077316966201052e-01 0.000000000000000000e+00
7.995000000000000284e+01 3.647960157207650878e-01 6.352039842792354118e-01 1.270407968558470713e-01 1.000000000000000444e+00 5.563942691242769190e-01 1.109014327189306731e-01 0.000000000000000000e+00
8.000000000000000000e+01 3.715880819601376506e-01 6.284119180398628490e-01 1.256823836079725698e-01 1.000000000000000444e+00 5.604547119593853433e-01 1.098863220101535809e-01 0.000000000000000000e+00
8.005000000000001137e+01 3.784132745167436140e-01 6.215867254832568856e-01 1.243173450966513771e-01 1.000000000000000444e+00 5.645498289340148412e-01 1.088625427664962203e-01 0.000000000000000000e+00
8.010000000000000853e+01 3.852702541237204015e-01 6.147297458762799316e-01 1.229459491752559752e-01 1.000000000000000444e+00 5.686790292197260177e-01 1.078302426950684123e-01 0.000000000000000000e+00
8.015000000000000568e+01 3.921576694968743615e-01 6.078423305031260826e-01 1.215684661006252165e-01 1.000000000000000444e+00 5.728417037276808399e-01 1.067895740680796929e-01 0.000000000000000000e+00
8.020000000000000284e+01 3.990741573354462113e-01 6.009258426645541773e-01 1.201851685329108355e-01 1.000000000000000444e+00 5.770372251079493031e-01 1.057406937230126048e-01 0.000000000000000000e+00
8.025000000000000000e+01 4.060183423892026466e-01 5.939816576107975754e-01 1.187963315221595151e-01 1.000000000000000222e+00 5.812649476873383847e-01 1.046837630781653067e-01 0.000000000000000000e+00
8.030000000000001137e+01 4.129888375210677420e-01 5.870111624789325910e-01 1.174022324957865182e-01 1.000000000000000444e+00 5.855242069635154811e-01 1.036189482591210326e-01 0.000000000000000000e+00
8.035000000000000853e+01 4.199842437403982776e-01 5.800157562596020000e-01 1.160031512519204000e-01 1.000000000000000222e+00 5.898143196057693549e-01 1.025464200985575641e-01 0.000000000000000000e+00
8.040000000000000568e+01 4.270031510806957531e-01 5.729968489193046910e-01 1.145993697838609271e-01 1.000000000000000444e+00 5.941345833870576021e-01 1.014663541532354885e-01 0.000000000000000000e+00
8.045000000000000284e+01 4.340441386677627023e-01 5.659558613322377418e-01 1.131911722664475373e-01 1.000000000000000444e+00 5.984842771620678681e-01 1.003789307094829497e-01 0.000000000000000000e+00
8.050000000000000000e+01 4.411057747308878008e-01 5.588942252691122548e-01 1.117788450538224621e-01 1.000000000000000000e+00 6.028626608644339635e-01 9.928433478389139810e-02 0.000000000000000000e+00
8.055000000000001137e+01 4.481866168540269979e-01 5.518133831459731686e-01 1.103626766291946337e-01 1.000000000000000222e+00 6.072689752550215481e-01 9.818275618624450196e-02 0.000000000000000000e+00
8.060000000000000853e+01 4.552852117189845615e-01 5.447147882810157160e-01 1.089429576562031543e-01 1.000000000000000222e+00 6.117024416675614917e-01 9.707438958310951604e-02 0.000000000000000000e+00
8.065000000000000568e+01 4.624000960924277148e-01 5.375999039075723962e-01 1.075199807815144792e-01 1.000000000000000000e+00 6.161622622159829143e-01 9.595943444600416039e-02 0.000000000000000000e+00
8.070000000000000284e+01 4.695297971438038842e-01 5.304702028561963933e-01 1.060940405712392787e-01 1.000000000000000222e+00 6.206476198033494818e-01 9.483809504916251854e-02 0.000000000000000000e+00
8.075000000000000000e+01 4.766728324453423649e-01 5.233271675546578017e-01 1.046654335109315492e-01 1.000000000000000222e+00 6.251576781218608492e-01 9.371058046953469056e-02 0.000000000000000000e+00
8.080000000000001137e+01 4.838277101679210879e-01 5.161722898320791897e-01 1.032344579664158379e-01 1.000000000000000222e+00 6.296915816188706216e-01 9.257710459528224745e-02 0.000000000000000000e+00
8.085000000000000853e+01 4.909929290421746195e-01 5.090070709578256025e-01 1.018014141915651316e-01 1.000000000000000222e+00 6.342484551726118580e-01 9.143788620684691060e-02 0.000000000000000000e+00
8.090000000000000568e+01 4.981669788915791264e-01 5.018330211084209846e-01 1.003666042216841969e-01 1.000000000000000000e+00 6.388274043391739543e-01 9.029314891520638653e-02 0.000000000000000000e+00
8.095000000000000284e+01 5.053483414460960832e-01 4.946516585539043054e-01 9.893033171078086108e-02 1.000000000000000444e+00 6.434275155814378477e-01 8.914312110464044092e-02 0.000000000000000000e+00
8.100000000000000000e+01 5.125354903515287885e-01 4.874645096484714335e-01 9.749290192969428670e-02 1.000000000000000222e+00 6.480478562704914403e-01 8.798803593237702891e-02 0.000000000000000000e+00
8.105000000000001137e+01 5.197268912630256255e-01 4.802731087369743745e-01 9.605462174739487491e-02 1.000000000000000000e+00 6.526874747098491136e-01 8.682813132253762445e-02 0.000000000000000000e+00
8.110000000000000853e+01 5.269210020964703034e-01 4.730789979035299186e-01 9.461579958070598373e-02 1.000000000000000222e+00 6.573454000383927021e-01 8.566364999040172734e-02 0.000000000000000000e+00
8.115000000000000568e+01 5.341162730649219315e-01 4.658837269350782351e-01 9.317674538701564702e-02 1.000000000000000222e+00 6.620206422286164516e-01 8.449483944284577608e-02 0.000000000000000000e+00
8.120000000000000284e+01 5.413111478940300092e-01 4.586888521059701018e-01 9.173777042119402036e-02 1.000000000000000000e+00 6.667121926816690358e-01 8.332195182958263002e-02 0.000000000000000000e+00
8.125000000000000000e+01 5.485040639360051484e-01 4.514959360639950181e-01 9.029918721279900362e-02 1.000000000000000222e+00 6.714190242748014903e-01 8.214524393129951640e-02 0.000000000000000000e+00
8.130000000000001137e+01 5.556934521933376558e-01 4.443065478066623997e-01 8.886130956133247993e-02 1.000000000000000000e+00 6.761400913743509378e-01 8.096497715641212678e-02 0.000000000000000000e+00
8.135000000000000853e+01 5.628777377263616266e-01 4.371222622736387065e-01 8.742445245472774129e-02 1.000000000000000444e+00 6.808743299976978136e-01 7.978141750057540782e-02 0.000000000000000000e+00
8.140000000000000568e+01 5.700553394488125925e-01 4.299446605511875186e-01 8.598893211023750371e-02 1.000000000000000000e+00 6.856206576095960070e-01 7.859483559760087334e-02 0.000000000000000000e+00
8.145000000000000284e+01 5.772246714382366362e-01 4.227753285617635859e-01 8.455506571235271718e-02 1.000000000000000222e+00 6.903779739718977071e-01 7.740550650702543445e-02 0.000000000000000000e+00
8.150000000000000000e+01 5.843841432958502002e-01 4.156158567041498553e-01 8.312317134082997105e-02 1.000000000000000000e+00 6.951451613634276328e-01 7.621370965914296691e-02 0.000000000000000000e+00
8.155000000000001137e+01 5.915321601465441947e-01 4.084678398534560828e-01 8.169356797069121656e-02 1.000000000000000222e+00 6.999210845799854752e-01 7.501972885500353405e-02 0.000000000000000000e+00
8.160000000000000853e+01 5.986671230124858134e-01 4.013328769875143531e-01 8.026657539750287063e-02 1.000000000000000222e+00 7.047045912039081594e-01 7.382385219902284912e-02 0.000000000000000000e+00
8.165000000000000568e+01 6.057874287326134866e-01 3.942125712673866245e-01 7.884251425347732489e-02 1.000000000000000000e+00 7.094945114951830556e-01 7.262637212620413896e-02 0.000000000000000000e+00
8.170000000000000284e+01 6.128914709975881170e-01 3.871085290024120495e-01 7.742170580048240991e-02 1.000000000000000222e+00 7.142896591876539691e-01 7.142758520308641057e-02 0.000000000000000000e+00
8.175000000000000000e+01 6.199776410875209587e-01 3.800223589124793189e-01 7.600447178249586377e-02 1.000000000000000222e+00 7.190888320544801537e-01 7.022779198637985054e-02 0.000000000000000000e+00
8.180000000000001137e+01 6.270443278719756153e-01 3.729556721280247178e-01 7.459113442560494356e-02 1.000000000000000444e+00 7.238908119081378656e-01 6.902729702296543646e-02 0.000000000000000000e+00
8.185000000000000853e+01 6.340899180754118181e-01 3.659100819245883485e-01 7.318201638491766969e-02 1.000000000000000222e+00 7.286943648504992099e-01 6.782640878737505874e-02 0.000000000000000000e+00
8.190000000000000568e+01 6.411127964503027243e-01 3.588872035496976087e-01 7.177744070993952175e-02 1.000000000000000444e+00 7.334982414602775336e-01 6.662543963493049171e-02 0.000000000000000000e+00
8.195000000000000284e+01 6.481113464460656060e-01 3.518886535539345051e-01 7.037773071078690101e-02 1.000000000000000000e+00 7.383011773605472339e-01 6.542470565986305275e-02 0.000000000000000000e+00
8.200000000000000000e+01 6.550839512945080267e-01 3.449160487054922508e-01 6.898320974109845016e-02 1.000000000000000222e+00 7.431018941924059096e-01 6.422452645189841158e-02 0.000000000000000000e+00
8.205000000000001137e+01 6.620289940275718710e-01 3.379710059724283511e-01 6.759420119448567021e-02 1.000000000000000222e+00 7.478990996311948303e-01 6.302522509220118141e-02 0.000000000000000000e+00
8.210000000000000853e+01 6.689448576781145128e-01 3.310551423218857647e-01 6.621102846437715295e-02 1.000000000000000222e+00 7.526914876114825237e-01 6.182712809712924418e-02 0.000000000000000000e+00
8.215000000000000568e+01 6.758299256043381886e-01 3.241700743956621444e-01 6.483401487913242889e-02 1.000000000000000444e+00 7.574777387687163799e-01 6.063056530782077319e-02 0.000000000000000000e+00
8.220000000000000284e+01 6.826825819614283919e-01 3.173174180385718302e-01 6.346348360771436603e-02 1.000000000000000222e+00 7.622565208714187079e-01 5.943586978214519811e-02 0.000000000000000000e+00
8.225000000000000000e+01 6.895012129791130429e-01 3.104987870208872347e-01 6.209975740417744694e-02 1.000000000000000222e+00 7.670264901084079545e-01 5.824337747289787953e-02 0.000000000000000000e+00
8.230000000000001137e+01 6.962842070140012884e-01 3.037157929859990446e-01 6.074315859719980892e-02 1.000000000000000444e+00 7.717862911436281781e-01 5.705342721409284445e-02 0.000000000000000000e+00
8.235000000000000853e+01 7.030299547260833171e-01 2.969700452739171270e-01 5.939400905478342541e-02 1.000000000000000444e+00 7.765345573415783909e-01 5.586636066460526351e-02 0.000000000000000000e+00
8.240000000000000568e+01 7.097368494711316922e-01 2.902631505288685854e-01 5.805263010577371707e-02 1.000000000000000222e+00 7.812699113876933055e-01 5.468252215307653485e-02 0.000000000000000000e+00
8.245000000000000284e+01 7.164032877333158522e-01 2.835967122666843698e-01 5.671934245333687397e-02 1.000000000000000222e+00 7.859909657233298264e-01 5.350225856916739769e-02 0.000000000000000000e+00
