# t_fs photon_number total_excited_population excited_per_molecule total_excitation Z ReP ImP
2.345000000000000284e+01 9.190770769707834464e-01 8.092292302921744174e-02 1.618458460584348835e-02 1.000000000000000888e+00 9.363094247700828321e-01 1.592264380747926422e-02 0.000000000000000000e+00
2.350000000000000000e+01 9.149211193697501798e-01 8.507888063025076386e-02 1.701577612605015277e-02 1.000000000000000888e+00 9.330950421423114260e-01 1.672623946442212267e-02 0.000000000000000000e+00
2.355000000000000071e+01 9.106728522802655101e-01 8.932714771973521151e-02 1.786542954394704230e-02 1.000000000000000666e+00 9.298149761777275701e-01 1.754625595556807624e-02 0.000000000000000000e+00
2.360000000000000142e+01 9.063334044833726288e-01 9.366659551662825933e-02 1.873331910332565187e-02 1.000000000000000888e+00 9.264704725769097315e-01 1.838238185577253936e-02 0.000000000000000000e+00
2.365000000000000213e+01 9.019039267495344570e-01 9.809607325046626469e-02 1.961921465009325294e-02 1.000000000000000666e+00 9.230627958022240565e-01 1.923430104944397201e-02 0.000000000000000000e+00
2.370000000000000284e+01 8.973855909136653208e-01 1.026144090863354008e-01 2.052288181726708016e-02 1.000000000000000666e+00 9.195932275461874417e-01 2.010169311345310836e-02 0.000000000000000000e+00
2.375000000000000000e+01 8.927795897238188783e-01 1.072204102761817324e-01 2.144408205523634647e-02 1.000000000000000666e+00 9.160630664715936344e-01 2.098423338210156711e-02 0.000000000000000000e+00
2.380000000000000071e+01 8.880871364320918060e-01 1.119128635679089712e-01 2.238257271358179423e-02 1.000000000000000888e+00 9.124736273955402766e-01 2.188159315111489617e-02 0.000000000000000000e+00
2.385000000000000142e+01 8.833094644903729531e-01 1.166905355096278796e-01 2.333810710192557591e-02 1.000000000000000888e+00 9.088262406153416739e-01 2.279343984616455029e-02 0.000000000000000000e+00
2.390000000000000213e+01 8.784478265216221216e-01 1.215521734783786556e-01 2.431043469567573112e-02 1.000000000000000888e+00 9.051222502638499590e-01 2.371943743403747903e-02 0.000000000000000000e+00
2.395000000000000284e+01 8.735034940703799711e-01 1.264965059296208061e-01 2.529930118592416122e-02 1.000000000000000888e+00 9.013630138978568906e-01 2.465924652553572877e-02 0.000000000000000000e+00
2.400000000000000000e+01 8.684777572737225615e-01 1.315222427262782712e-01 2.630444854525565423e-02 1.000000000000000888e+00 8.975499018794953487e-01 2.561252453012613506e-02 0.000000000000000000e+00
2.405000000000000071e+01 8.633719245348618898e-01 1.366280754651388873e-01 2.732561509302777747e-02 1.000000000000000888e+00 8.936842966133494714e-01 2.657892584666258703e-02 0.000000000000000000e+00
2.410000000000000142e+01 8.581873215690475343e-01 1.418126784309531319e-01 2.836253568619062637e-02 1.000000000000000666e+00 8.897675910777668173e-01 2.755810223055827485e-02 0.000000000000000000e+00
2.415000000000000213e+01 8.529252908850573078e-01 1.470747091149435248e-01 2.941494182298870497e-02 1.000000000000000888e+00 8.858011880043793473e-01 2.854970299890513194e-02 0.000000000000000000e+00
2.420000000000000284e+01 8.475871916227387670e-01 1.524128083772618991e-01 3.048256167545237982e-02 1.000000000000000666e+00 8.817864995913254900e-01 2.955337510216860322e-02 0.000000000000000000e+00
2.425000000000000000e+01 8.421743990848612471e-01 1.578256009151393635e-01 3.156512018302787270e-02 1.000000000000000666e+00 8.777249465147870522e-01 3.056876337130320573e-02 0.000000000000000000e+00
2.430000000000000071e+01 8.366883041238081242e-01 1.633116958761923754e-01 3.266233917523847508e-02 1.000000000000000444e+00 8.736179569776906240e-01 3.159551075557730238e-02 0.000000000000000000e+00
2.435000000000000142e+01 8.311303121946632677e-01 1.688696878053372319e-01 3.377393756106744638e-02 1.000000000000000444e+00 8.694669652914638336e-01 3.263325867713399997e-02 0.000000000000000000e+00
2.440000000000000213e+01 8.255018432837903930e-01 1.744981567162101621e-01 3.489963134324203242e-02 1.000000000000000444e+00 8.652734117618938736e-01 3.368164705952650384e-02 0.000000000000000000e+00
2.445000000000000284e+01 8.198043313997694925e-01 1.801956686002309516e-01 3.603913372004619031e-02 1.000000000000000444e+00 8.610387417456153436e-01 3.474031456359612247e-02 0.000000000000000000e+00
2.450000000000000000e+01 8.140392243075629253e-01 1.859607756924375188e-01 3.719215513848750376e-02 1.000000000000000444e+00 8.567644050974784209e-01 3.580889872563036008e-02 0.000000000000000000e+00
2.455000000000000071e+01 8.082079822833772020e-01 1.917920177166232421e-01 3.835840354332464841e-02 1.000000000000000444e+00 8.524518544210915039e-01 3.688703639472709628e-02 0.000000000000000000e+00
2.460000000000000142e+01 8.023120778640887574e-01 1.976879221359117977e-01 3.953758442718235955e-02 1.000000000000000444e+00 8.481025446997106920e-01 3.797436382507229230e-02 0.000000000000000000e+00
2.465000000000000213e+01 7.963529955873057675e-01 2.036470044126947876e-01 4.072940088253895752e-02 1.000000000000000444e+00 8.437179328691346569e-01 3.907051678271628026e-02 0.000000000000000000e+00
2.470000000000000284e+01 7.903322315853514857e-01 2.096677684146491805e-01 4.193355368292983609e-02 1.000000000000000666e+00 8.392994769617324602e-01 4.017513075956685026e-02 0.000000000000000000e+00
2.475000000000000000e+01 7.842512928002592920e-01 2.157487071997413186e-01 4.314974143994826372e-02 1.000000000000000666e+00 8.348486350607360329e-01 4.128784123481596402e-02 0.000000000000000000e+00
2.480000000000000071e+01 7.781116960903688984e-01 2.218883039096317122e-01 4.437766078192634245e-02 1.000000000000000666e+00 8.303668640779529042e-01 4.240828398051173231e-02 0.000000000000000000e+00
2.485000000000000142e+01 7.719149681882021552e-01 2.280850318117985664e-01 4.561700636235971329e-02 1.000000000000000666e+00 8.258556196926846171e-01 4.353609507682881102e-02 0.000000000000000000e+00
2.490000000000000213e+01 7.656626451684237500e-01 2.343373548315769161e-01 4.686747096631538323e-02 1.000000000000000666e+00 8.213163554638205355e-01 4.467091113404481756e-02 0.000000000000000000e+00
2.495000000000000284e+01 7.593562722724730429e-01 2.406437277275275122e-01 4.812874554550550243e-02 1.000000000000000444e+00 8.167505224315853019e-01 4.581236939210363290e-02 0.000000000000000000e+00
2.500000000000000000e+01 7.529974025761925205e-01 2.470025974238079791e-01 4.940051948476159582e-02 1.000000000000000444e+00 8.121595674568529155e-01 4.696010813578674337e-02 0.000000000000000000e+00
2.505000000000000071e+01 7.465875966774161432e-01 2.534124033225845785e-01 5.068248066451691569e-02 1.000000000000000666e+00 8.075449328101237390e-01 4.811376679746903751e-02 0.000000000000000000e+00
2.510000000000000142e+01 7.401284225412269047e-01 2.598715774587737060e-01 5.197431549175474119e-02 1.000000000000000666e+00 8.029080559527246308e-01 4.927298601181880067e-02 0.000000000000000000e+00
2.515000000000000213e+01 7.336214550144714019e-01 2.663785449855290977e-01 5.327570899710581953e-02 1.000000000000000444e+00 7.982503686794448772e-01 5.043740783013872520e-02 0.000000000000000000e+00
2.520000000000000284e+01 7.270682753754554861e-01 2.729317246245452355e-01 5.458634492490904710e-02 1.000000000000000666e+00 7.935732965561026475e-01 5.160667586097430343e-02 0.000000000000000000e+00
2.525000000000000000e+01 7.204704701195679961e-01 2.795295298804326145e-01 5.590590597608652290e-02 1.000000000000000666e+00 7.888782574837569506e-01 5.278043562906070685e-02 0.000000000000000000e+00
2.530000000000000071e+01 7.138296308857806638e-01 2.861703691142197803e-01 5.723407382284395606e-02 1.000000000000000444e+00 7.841666616063218687e-01 5.395833459841949120e-02 0.000000000000000000e+00
2.535000000000000142e+01 7.071473541379361683e-01 2.928526458620644979e-01 5.857052917241289958e-02 1.000000000000000666e+00 7.794399108820987410e-01 5.514002227947525231e-02 0.000000000000000000e+00
2.540000000000000213e+01 7.004252408811151298e-01 2.995747591188854808e-01 5.991495182377709616e-02 1.000000000000000666e+00 7.746993985170549379e-01 5.632515037073622388e-02 0.000000000000000000e+00
2.545000000000000284e+01 6.936648958132400900e-01 3.063351041867604097e-01 6.126702083735208193e-02 1.000000000000000444e+00 7.699465080799058336e-01 5.751337298002348608e-02 0.000000000000000000e+00
2.550000000000000000e+01 6.868679264360427750e-01 3.131320735639578356e-01 6.262641471279156713e-02 1.000000000000000666e+00 7.651826125174723270e-01 5.870434687063187662e-02 0.000000000000000000e+00
2.555000000000000071e+01 6.800359430470384048e-01 3.199640569529624279e-01 6.399281139059248558e-02 1.000000000000000888e+00 7.604090741453685132e-01 5.989773146365781620e-02 0.000000000000000000e+00
2.560000000000000142e+01 6.731705582864906390e-01 3.268294417135100827e-01 6.536588834270201653e-02 1.000000000000000666e+00 7.556272440866954598e-01 6.109318897832607953e-02 0.000000000000000000e+00
2.565000000000000213e+01 6.662733870740890074e-01 3.337266129259117142e-01 6.674532258518234284e-02 1.000000000000000666e+00 7.508384620258541364e-01 6.229038449353641732e-02 0.000000000000000000e+00
2.570000000000000284e+01 6.593460454376566249e-01 3.406539545623440968e-01 6.813079091246881935e-02 1.000000000000000666e+00 7.460440550954033911e-01 6.348898622614911058e-02 0.000000000000000000e+00
2.575000000000000000e+01 6.523901499196865794e-01 3.476098500803143088e-01 6.952197001606286175e-02 1.000000000000000888e+00 7.412453372767148219e-01 6.468866568082126678e-02 0.000000000000000000e+00
2.580000000000000071e+01 6.454073175654116978e-01 3.545926824345890793e-01 7.091853648691781586e-02 1.000000000000000888e+00 7.364436093884219048e-01 6.588909765289448217e-02 0.000000000000000000e+00
2.585000000000000142e+01 6.383991654413716521e-01 3.616008345586291250e-01 7.232016691172582501e-02 1.000000000000000888e+00 7.316401585551867148e-01 6.708996036120327966e-02 0.000000000000000000e+00
2.590000000000000213e+01 6.313673106569166471e-01 3.686326893430841301e-01 7.372653786861682601e-02 1.000000000000000888e+00 7.268362581024164770e-01 6.829093547439585299e-02 0.000000000000000000e+00
2.595000000000000284e+01 6.243133690949045356e-01 3.756866309050962971e-01 7.513732618101925942e-02 1.000000000000000888e+00 7.220331664798299576e-01 6.949170838004248285e-02 0.000000000000000000e+00
2.600000000000000000e+01 6.172389549609107462e-01 3.827610450390900310e-01 7.655220900781800619e-02 1.000000000000000888e+00 7.172321268579937570e-01 7.069196828550153300e-02 0.000000000000000000e+00
2.605000000000000071e+01 6.101456807691862938e-01 3.898543192308143168e-01 7.797086384616286336e-02 1.000000000000000666e+00 7.124343671168832381e-01 7.189140822077916271e-02 0.000000000000000000e+00
2.610000000000000142e+01 6.030351568841479937e-01 3.969648431158528945e-01 7.939296862317057890e-02 1.000000000000000888e+00 7.076410994259597631e-01 7.308972514351001759e-02 0.000000000000000000e+00
2.615000000000000213e+01 5.959089915849506980e-01 4.040910084150500792e-01 8.081820168301001583e-02 1.000000000000000888e+00 7.028535202085188782e-01 7.428661994787023881e-02 0.000000000000000000e+00
2.620000000000000284e+01 5.887687898183537882e-01 4.112312101816470444e-01 8.224624203632940889e-02 1.000000000000000888e+00 6.980728092277718178e-01 7.548179769305700393e-02 0.000000000000000000e+00
2.625000000000000000e+01 5.816161527805309150e-01 4.183838472194698066e-01 8.367676944389396132e-02 1.000000000000000666e+00 6.933001292676139737e-01 7.667496768309646493e-02 0.000000000000000000e+00
2.630000000000000071e+01 5.744526779105473269e-01 4.255473220894531727e-01 8.510946441789063455e-02 1.000000000000000444e+00 6.885366261284900924e-01 7.786584346787743527e-02 0.000000000000000000e+00
2.635000000000000142e+01 5.672799584824436137e-01 4.327200415175569415e-01 8.654400830351138829e-02 1.000000000000000444e+00 6.837834283511204925e-01 7.905414291221983525e-02 0.000000000000000000e+00
2.640000000000000213e+01 5.600995836974916875e-01 4.399004163025088676e-01 8.798008326050177352e-02 1.000000000000000444e+00 6.790416472266522785e-01 8.023958819333687487e-02 0.000000000000000000e+00
2.645000000000000284e+01 5.529131375473889110e-01 4.470868624526116997e-01 8.941737249052233993e-02 1.000000000000000666e+00 6.743123761043769981e-01 8.142190597390572271e-02 0.000000000000000000e+00
2.650000000000000000e+01 5.457221983431622681e-01 4.542778016568382871e-01 9.085556033136765741e-02 1.000000000000000444e+00 6.695966901018163275e-01 8.260082747454586261e-02 0.000000000000000000e+00
2.655000000000000071e+01 5.385283387151587053e-01 4.614716612848421273e-01 9.229433225696842547e-02 1.000000000000000888e+00 6.648956461047188515e-01 8.377608847382024548e-02 0.000000000000000000e+00
2.660000000000000142e+01 5.313331252992402609e-01 4.686668747007605162e-01 9.373337494015210325e-02 1.000000000000000888e+00 6.602102826411447856e-01 8.494742933971374810e-02 0.000000000000000000e+00
2.665000000000000213e+01 5.241381187871482217e-01 4.758618812128523334e-01 9.517237624257046669e-02 1.000000000000000444e+00 6.555416199202630523e-01 8.611459501993418142e-02 0.000000000000000000e+00
2.670000000000000284e+01 5.169448730374490708e-01 4.830551269625515953e-01 9.661102539251031907e-02 1.000000000000000666e+00 6.508906593978445176e-01 8.727733515053882896e-02 0.000000000000000000e+00
2.675000000000000000e+01 5.097549344618728107e-01 4.902450655381279665e-01 9.804901310762559330e-02 1.000000000000000888e+00 6.462583834983228748e-01 8.843540412541923967e-02 0.000000000000000000e+00
2.680000000000000071e+01 5.025698420253110754e-01 4.974301579746895352e-01 9.948603159493790704e-02 1.000000000000000666e+00 6.416457556147936447e-01 8.958856109630153330e-02 0.000000000000000000e+00
2.685000000000000142e+01 4.953911270579626214e-01 5.046088729420381558e-01 1.009217745884076201e-01 1.000000000000000888e+00 6.370537200923944710e-01 9.073656997690132675e-02 0.000000000000000000e+00
2.690000000000000213e+01 4.882203131937778440e-01 5.117796868062227666e-01 1.023559373612445422e-01 1.000000000000000666e+00 6.324832023296107497e-01 9.187919941759725706e-02 0.000000000000000000e+00
2.695000000000000284e+01 4.810589158528874587e-01 5.189410841471131519e-01 1.037882168294226304e-01 1.000000000000000666e+00 6.279351085671757149e-01 9.301622285820601577e-02 0.000000000000000000e+00
2.700000000000000000e+01 4.739084414342861762e-01 5.260915585657144344e-01 1.052183117131428869e-01 1.000000000000000666e+00 6.234103256606320365e-01 9.414741858484193537e-02 0.000000000000000000e+00
2.705000000000000071e+01 4.667703873037415407e-01 5.332296126962590144e-01 1.066459225392518140e-01 1.000000000000000444e+00 6.189097210776904889e-01 9.527256973057730838e-02 0.000000000000000000e+00
2.710000000000000142e+01 4.596462417058192473e-01 5.403537582941814188e-01 1.080707516588362838e-01 1.000000000000000666e+00 6.144341429199189353e-01 9.639146427002021067e-02 0.000000000000000000e+00
2.715000000000000213e+01 4.525374836174126392e-01 5.474625163825880270e-01 1.094925032765176054e-01 1.000000000000000666e+00 6.099844201401977140e-01 9.750389496495051600e-02 0.000000000000000000e+00
2.720000000000000284e+01 4.454455825933721358e-01 5.545544174066285859e-01 1.109108834813257172e-01 1.000000000000000666e+00 6.055613624774147663e-01 9.860965938064625291e-02 0.000000000000000000e+00
2.725000000000000000e+01 4.383719978230837255e-01 5.616280021769171071e-01 1.123256004353834214e-01 1.000000000000000888e+00 6.011657603452115195e-01 9.970855991369703686e-02 0.000000000000000000e+00
2.730000000000000071e+01 4.313181780664295251e-01 5.686818219335711966e-01 1.137363643867142504e-01 1.000000000000000666e+00 5.967983848320173035e-01 1.008004037919956047e-01 0.000000000000000000e+00
2.735000000000000142e+01 4.242855616294600729e-01 5.757144383705405932e-01 1.151428876741081297e-01 1.000000000000000666e+00 5.924599877150238392e-01 1.018850030712439708e-01 0.000000000000000000e+00
2.740000000000000213e+01 4.172755761798963015e-01 5.827244238201043647e-01 1.165448847640208618e-01 1.000000000000000666e+00 5.881513017716571978e-01 1.029621745570856450e-01 0.000000000000000000e+00
